Price,TimeInsulated,Capacity,Cleanbility,Containment,TimeCost,CapacityCost,CleanabilityCost,ContainmentCost,TotalCost,TotalGM,MktShare,EPP,Revenue
$5,0.5 hrs,20 oz,Difficult,Spill Resistant,0.5,2.6,1.0,0.8,4.8999999999999995,0.10000000000000053,0.24967993180246006,0.02496799318024614,1.2483996590123003
$5,0.5 hrs,20 oz,Difficult,Leak Resistant,0.5,2.6,1.0,1.0,5.1,-0.09999999999999964,0.336380915203241,-0.03363809152032398,1.6819045760162048
$5,0.5 hrs,20 oz,Fair,Slosh Resistant,0.5,2.6,2.2,0.5,5.800000000000001,-0.8000000000000007,0.28624344764329,-0.2289947581146322,1.43121723821645
$5,0.5 hrs,20 oz,Fair,Spill Resistant,0.5,2.6,2.2,0.8,6.1000000000000005,-1.1000000000000005,0.3737358341417963,-0.41110941755597613,1.8686791707089814
$5,0.5 hrs,20 oz,Fair,Leak Resistant,0.5,2.6,2.2,1.0,6.300000000000001,-1.3000000000000007,0.48841619124331753,-0.6349410486163132,2.4420809562165875
$5,0.5 hrs,20 oz,Easy,Slosh Resistant,0.5,2.6,3.0,0.5,6.6,-1.5999999999999996,0.35560135118271796,-0.5689621618923486,1.77800675591359
$5,0.5 hrs,20 oz,Easy,Spill Resistant,0.5,2.6,3.0,0.8,6.8999999999999995,-1.8999999999999995,0.45641986912719573,-0.8671977513416717,2.2820993456359786
$5,0.5 hrs,20 oz,Easy,Leak Resistant,0.5,2.6,3.0,1.0,7.1,-2.0999999999999996,0.5777748522940228,-1.2133271898174478,2.888874261470114
$5,0.5 hrs,32 0z,Difficult,Slosh Resistant,0.5,2.8,1.0,0.5,4.8,0.20000000000000018,0.17300976469828877,0.03460195293965779,0.8650488234914439
$5,0.5 hrs,32 0z,Difficult,Spill Resistant,0.5,2.8,1.0,0.8,5.1,-0.09999999999999964,0.2280117142861057,-0.02280117142861049,1.1400585714305285
$5,0.5 hrs,32 0z,Difficult,Leak Resistant,0.5,2.8,1.0,1.0,5.3,-0.2999999999999998,0.3069104707010799,-0.09207314121032392,1.5345523535053995
$5,0.5 hrs,32 0z,Fair,Slosh Resistant,0.5,2.8,2.2,0.5,6.0,-1.0,0.2580249343269321,-0.2580249343269321,1.2901246716346604
$5,0.5 hrs,32 0z,Fair,Spill Resistant,0.5,2.8,2.2,0.8,6.3,-1.2999999999999998,0.33358951314263835,-0.43366636708542977,1.6679475657131917
$5,0.5 hrs,32 0z,Fair,Leak Resistant,0.5,2.8,2.2,1.0,6.5,-1.5,0.43577985444487816,-0.6536697816673173,2.178899272224391
$5,0.5 hrs,32 0z,Easy,Slosh Resistant,0.5,2.8,3.0,0.5,6.8,-1.7999999999999998,0.32045948332049834,-0.5768270699768969,1.6022974166024917
$5,0.5 hrs,32 0z,Easy,Spill Resistant,0.5,2.8,3.0,0.8,7.1,-2.0999999999999996,0.40752832871586964,-0.8558094903033261,2.0376416435793483
$5,0.5 hrs,32 0z,Easy,Leak Resistant,0.5,2.8,3.0,1.0,7.3,-2.3,0.5153534000506372,-1.1853128201164655,2.576767000253186
$5,1 hrs,12 oz,Difficult,Slosh Resistant,1.0,1.0,1.0,0.5,3.5,1.5,0.20907528031947933,0.313612920479219,1.0453764015973968
$5,1 hrs,12 oz,Difficult,Spill Resistant,1.0,1.0,1.0,0.8,3.8,1.2000000000000002,0.27115857034166,0.32539028440999207,1.3557928517083
$5,1 hrs,12 oz,Difficult,Leak Resistant,1.0,1.0,1.0,1.0,4.0,1.0,0.3571365320680186,0.3571365320680186,1.785682660340093
$5,1 hrs,12 oz,Fair,Slosh Resistant,1.0,1.0,2.2,0.5,4.7,0.2999999999999998,0.31138415860997587,0.0934152475829927,1.5569207930498794
$5,1 hrs,12 oz,Fair,Spill Resistant,1.0,1.0,2.2,0.8,5.0,0.0,0.39863809769567693,0.0,1.9931904884783846
$5,1 hrs,12 oz,Fair,Leak Resistant,1.0,1.0,2.2,1.0,5.2,-0.20000000000000018,0.5123958485910761,-0.10247916971821532,2.5619792429553807
$5,1 hrs,12 oz,Easy,Slosh Resistant,1.0,1.0,3.0,0.5,5.5,-0.5,0.3828447851818251,-0.19142239259091254,1.9142239259091254
$5,1 hrs,12 oz,Easy,Spill Resistant,1.0,1.0,3.0,0.8,5.8,-0.7999999999999998,0.4815673923468178,-0.3852539138774541,2.407836961734089
$5,1 hrs,12 oz,Easy,Leak Resistant,1.0,1.0,3.0,1.0,6.0,-1.0,0.600261638414665,-0.600261638414665,3.0013081920733247
$5,1 hrs,20 oz,Difficult,Slosh Resistant,1.0,2.6,1.0,0.5,5.1,-0.09999999999999964,0.23327358248514563,-0.02332735824851448,1.166367912425728
$5,1 hrs,20 oz,Difficult,Spill Resistant,1.0,2.6,1.0,0.8,5.3999999999999995,-0.39999999999999947,0.3069350474162019,-0.1227740189664806,1.5346752370810095
$5,1 hrs,20 oz,Difficult,Leak Resistant,1.0,2.6,1.0,1.0,5.6,-0.5999999999999996,0.4054263254423893,-0.24325579526543345,2.0271316272119466
$5,1 hrs,20 oz,Fair,Slosh Resistant,1.0,2.6,2.2,0.5,6.300000000000001,-1.3000000000000007,0.35026712149477013,-0.4553472579432014,1.7513356074738506
$5,1 hrs,20 oz,Fair,Spill Resistant,1.0,2.6,2.2,0.8,6.6000000000000005,-1.6000000000000005,0.4518754139439835,-0.7230006623103739,2.2593770697199176
$5,1 hrs,20 oz,Fair,Leak Resistant,1.0,2.6,2.2,1.0,6.800000000000001,-1.8000000000000007,0.5763185742016363,-1.0373734335629459,2.8815928710081815
$5,1 hrs,20 oz,Easy,Slosh Resistant,1.0,2.6,3.0,0.5,7.1,-2.0999999999999996,0.4291117321978516,-0.9011346376154882,2.145558660989258
$5,1 hrs,20 oz,Easy,Spill Resistant,1.0,2.6,3.0,0.8,7.3999999999999995,-2.3999999999999995,0.5425790466696567,-1.302189712007176,2.7128952333482834
$5,1 hrs,20 oz,Easy,Leak Resistant,1.0,2.6,3.0,1.0,7.6,-2.5999999999999996,0.6687611454830483,-1.7387789782559253,3.3438057274152415
$5,1 hrs,32 0z,Difficult,Slosh Resistant,1.0,2.8,1.0,0.5,5.3,-0.2999999999999998,0.21256353814716447,-0.0637690614441493,1.0628176907358224
$5,1 hrs,32 0z,Difficult,Spill Resistant,1.0,2.8,1.0,0.8,5.6,-0.5999999999999996,0.2778327758548805,-0.1666996655129282,1.3891638792744023
$5,1 hrs,32 0z,Difficult,Leak Resistant,1.0,2.8,1.0,1.0,5.8,-0.7999999999999998,0.36612965221387916,-0.29290372177110324,1.830648261069396
$5,1 hrs,32 0z,Fair,Slosh Resistant,1.0,2.8,2.2,0.5,6.5,-1.5,0.312778761074491,-0.4691681416117365,1.563893805372455
$5,1 hrs,32 0z,Fair,Spill Resistant,1.0,2.8,2.2,0.8,6.8,-1.7999999999999998,0.40052523017384273,-0.7209454143129168,2.002626150869214
$5,1 hrs,32 0z,Fair,Leak Resistant,1.0,2.8,2.2,1.0,7.0,-2.0,0.5113226949396011,-1.0226453898792023,2.556613474698006
$5,1 hrs,32 0z,Easy,Slosh Resistant,1.0,2.8,3.0,0.5,7.3,-2.3,0.3832325944593523,-0.8814349672565103,1.9161629722967617
$5,1 hrs,32 0z,Easy,Spill Resistant,1.0,2.8,3.0,0.8,7.6,-2.5999999999999996,0.48166001247338014,-1.2523160324307883,2.4083000623669006
$5,1 hrs,32 0z,Easy,Leak Resistant,1.0,2.8,3.0,1.0,7.8,-2.8,0.5945958057521233,-1.6648682561059454,2.9729790287606166
$5,3 hrs,12 oz,Difficult,Slosh Resistant,3.0,1.0,1.0,0.5,5.5,-0.5,0.2534304263925841,-0.12671521319629206,1.2671521319629206
$5,3 hrs,12 oz,Difficult,Spill Resistant,3.0,1.0,1.0,0.8,5.8,-0.7999999999999998,0.3262967121914697,-0.2610373697531757,1.6314835609573486
$5,3 hrs,12 oz,Difficult,Leak Resistant,3.0,1.0,1.0,1.0,6.0,-1.0,0.42377161340244646,-0.42377161340244646,2.118858067012232
$5,3 hrs,12 oz,Fair,Slosh Resistant,3.0,1.0,2.2,0.5,6.7,-1.7000000000000002,0.3736180219096062,-0.6351506372463306,1.868090109548031
$5,3 hrs,12 oz,Fair,Spill Resistant,3.0,1.0,2.2,0.8,7.0,-2.0,0.47256951818578946,-0.9451390363715789,2.3628475909289475
$5,3 hrs,12 oz,Fair,Leak Resistant,3.0,1.0,2.2,1.0,7.2,-2.2,0.592857919554179,-1.3042874230191939,2.964289597770895
$5,3 hrs,12 oz,Easy,Slosh Resistant,3.0,1.0,3.0,0.5,7.5,-2.5,0.45036704950904777,-1.1259176237726194,2.251835247545239
$5,3 hrs,12 oz,Easy,Spill Resistant,3.0,1.0,3.0,0.8,7.8,-2.8,0.5585790520378331,-1.5640213457059327,2.7928952601891655
$5,3 hrs,12 oz,Easy,Leak Resistant,3.0,1.0,3.0,1.0,8.0,-3.0,0.6784226565094309,-2.0352679695282925,3.3921132825471547
$5,3 hrs,20 oz,Difficult,Slosh Resistant,3.0,2.6,1.0,0.5,7.1,-2.0999999999999996,0.28534088157670096,-0.5992158513110719,1.4267044078835047
$5,3 hrs,20 oz,Difficult,Spill Resistant,3.0,2.6,1.0,0.8,7.3999999999999995,-2.3999999999999995,0.3719918121191371,-0.8927803490859288,1.8599590605956857
$5,3 hrs,20 oz,Difficult,Leak Resistant,3.0,2.6,1.0,1.0,7.6,-2.5999999999999996,0.4808081752150274,-1.2501012555590711,2.404040876075137
$5,3 hrs,20 oz,Fair,Slosh Resistant,3.0,2.6,2.2,0.5,8.3,-3.3000000000000007,0.4224422648759976,-1.3940594740907923,2.112211324379988
$5,3 hrs,20 oz,Fair,Spill Resistant,3.0,2.6,2.2,0.8,8.6,-3.5999999999999996,0.5365435072025808,-1.9315566259292907,2.682717536012904
$5,3 hrs,20 oz,Fair,Leak Resistant,3.0,2.6,2.2,1.0,8.8,-3.8000000000000007,0.6633102194398971,-2.5205788338716095,3.3165510971994854
$5,3 hrs,20 oz,Easy,Slosh Resistant,3.0,2.6,3.0,0.5,9.1,-4.1,0.5059702277950463,-2.0744779339596895,2.5298511389752316
$5,3 hrs,20 oz,Easy,Spill Resistant,3.0,2.6,3.0,0.8,9.4,-4.4,0.6287082576749835,-2.7663163337699275,3.1435412883749176
$5,3 hrs,20 oz,Easy,Leak Resistant,3.0,2.6,3.0,1.0,9.6,-4.6,0.750486607270341,-3.4522383934435683,3.752433036351705
$5,3 hrs,32 0z,Difficult,Slosh Resistant,3.0,2.8,1.0,0.5,7.3,-2.3,0.25876776473990154,-0.5951658589017735,1.2938388236995078
$5,3 hrs,32 0z,Difficult,Spill Resistant,3.0,2.8,1.0,0.8,7.6,-2.5999999999999996,0.3352246459780601,-0.8715840795429562,1.6761232298903006
$5,3 hrs,32 0z,Difficult,Leak Resistant,3.0,2.8,1.0,1.0,7.8,-2.8,0.43161171012574623,-1.2085127883520894,2.158058550628731
$5,3 hrs,32 0z,Fair,Slosh Resistant,3.0,2.8,2.2,0.5,8.5,-3.5,0.3746012385555274,-1.3111043349443459,1.8730061927776371
$5,3 hrs,32 0z,Fair,Spill Resistant,3.0,2.8,2.2,0.8,8.8,-3.8000000000000007,0.4738235286453952,-1.800529408852502,2.369117643226976
$5,3 hrs,32 0z,Fair,Leak Resistant,3.0,2.8,2.2,1.0,9.0,-4.0,0.5888088595002596,-2.3552354380010385,2.944044297501298
$5,3 hrs,32 0z,Easy,Slosh Resistant,3.0,2.8,3.0,0.5,9.3,-4.300000000000001,0.4496922457421478,-1.9336766566912358,2.248461228710739
$5,3 hrs,32 0z,Easy,Spill Resistant,3.0,2.8,3.0,0.8,9.600000000000001,-4.600000000000001,0.5577112652148264,-2.5654718199882023,2.788556326074132
$5,3 hrs,32 0z,Easy,Leak Resistant,3.0,2.8,3.0,1.0,9.8,-4.800000000000001,0.6701757823780959,-3.216843755414861,3.35087891189048
